Reading additional input from stdin...
OpenAI Codex v0.133.0
--------
workdir: C:\Users\koosh\Dino\.claude\worktrees\swapguard
model: gpt-5.3-codex-spark
provider: openai
approval: never
sandbox: danger-full-access
reasoning effort: low
reasoning summaries: none
session id: 019e80d2-a918-7061-a740-8dc004cee17e
--------
user
P0 CRASH HARDENING (DINOForge). DINO crashed on skirmish load: AssetSwapSystem swapped a mesh whose Material used the built-in 'Standard' shader into a live entity; DINO's Hybrid Renderer V2 (HRV2/URP) only accepts SRP-Batcher-compatible URP shaders, so the renderer faulted -> native crash (no managed exception). A bad material must NEVER crash the game. Branch fix/swap-shader-guard-20260531. NO push/stash/--no-verify; git add only specific files. 

FIX in src/Runtime/Bridge/AssetSwapSystem.cs: before assigning a swapped Material to a live ECS entity (in the Material-resolve/apply path — find where ResolveReplacementAssets returns a Material and where it's set on RenderMesh), VALIDATE shader compatibility: check the material's shader is URP/SRP-Batcher compatible — e.g. material.shader.name starts with "Universal Render Pipeline/" OR FindPassTagValue/shader has SRP batcher support. If the shader is NOT URP-compatible (e.g. 'Standard', 'Legacy', 'Diffuse', built-in), SKIP that material swap (keep the mesh swap if mesh is fine, or skip both), LOG ONCE per bundle ('[AssetSwap] skipped material swap for X: shader Y not HRV2-compatible'), and continue — never assign it. Add a static HashSet to log-once. netstandard2.0. Build: dotnet build src/Runtime/DINOForge.Runtime.csproj -c Release -p:TargetFramework=netstandard2.0 — exit 0. DO NOT deploy. Commit. CHANGELOG. Report: the guard code (file+lines), build exit, plainly: can a non-URP material now crash the renderer? NO expected.
codex
I’ll apply the guard in the `ResolveReplacementAssets`/`RenderMesh` assignment path inside `AssetSwapSystem.cs`, add a netstandard2.0-compatible one-time-per-bundle skip log, update `CHANGELOG.md`, then run the exact release build command and commit only touched files.
exec
"C:\\Program Files\\PowerShell\\7\\pwsh.exe" -Command 'rg -n "ResolveReplacementAssets|RenderMesh|AssetSwapSystem|Apply|material|shader" src/Runtime/Bridge/AssetSwapSystem.cs' in C:\Users\koosh\Dino\.claude\worktrees\swapguard
 succeeded in 738ms:
28:    ///   4. The system also applies RenderMesh visual swaps for ECS entities matching
37:    ///   - Visual data is stored in RenderMesh shared components.
43:    ///   1. Build a test AssetBundle with a replacement mesh/material.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>
@@ -610,6 +616,7 @@
             {
                 replacementMat = DINOForge.Runtime.Graphics.GraphicsMaterialUpgrader.Upgrade(replacementMat, assetName);
             }
+            bool materialCompatible = replacementMat != null && IsUrpCompatibleMaterial(replacementMat, modBundlePath);
 
             Type? renderMeshType = ResolveRenderMeshType();
             if (renderMeshType == null)
@@ -997,7 +1004,7 @@
                         meshField.SetValue(renderMesh, replacementMesh);
                         changed = true;
                     }
-                    if (replacementMat != null && materialField != null)
+                    if (replacementMat != null && materialCompatible && materialField != null)
                     {
                         object? currentMat = materialField.GetValue(renderMesh);
                         if (currentMat == null)
@@ -1070,6 +1077,83 @@
             return true;
         }
 
+        /// <summary>
+        /// Returns true only when the material is safe for Hybrid Renderer V2/URP execution.
+        /// Legacy built-in shaders such as "Standard"/"Legacy"/"Diffuse" are rejected.
+        /// </summary>
+        private static bool IsUrpCompatibleMaterial(Material material, string bundlePath)
+        {
+            if (material == null)
+                return false;
+
+            Shader? shader = material.shader;
+            if (shader == null)
+            {
+                LogNonUrpMaterialSkip(bundlePath, "<null>");
+                return false;
+            }
+
+            string shaderName = shader.name ?? string.Empty;
+            if (shaderName.StartsWith("Universal Render Pipeline/", StringComparison.Ordinal))
+                return true;
+
+            if (HasSrpBatcherSupport(shader))
+                return true;
+
+            LogNonUrpMaterialSkip(bundlePath, shaderName);
+            return false;
+        }
+
+        private static bool HasSrpBatcherSupport(Shader shader)
+        {
+            try
+            {
+                MethodInfo? findPassTagValue = typeof(Shader).GetMethod(
+                    "FindPassTagValue",
+                    BindingFlags.Public | BindingFlags.Instance,
+                    null,
+                    new[] { typeof(int), typeof(string) },
+                    null);
+
+                if (findPassTagValue == null)
+                    return false;
+
+                for (int pass = 0; pass < 32; pass++)
+                {
+                    object? tagValue = findPassTagValue.Invoke(shader, new object[] { pass, "SRPBatcher" });
+                    try
+                    {
+                        if (tagValue != null && Convert.ToInt32(tagValue) != 0)
+                            return true;
+                    }
+                    catch
+                    {
+                        // Some Unity versions may expose FindPassTagValue with a non-convertible return type.
+                    }
+                }
+            }
+            catch
+            {
+                // If FindPassTagValue probing fails, fallback to shader-name check.
+            }
+
+            return false;
+        }
+
+        private static void LogNonUrpMaterialSkip(string bundlePath, string shaderName)
+        {
+            string bundleName = Path.GetFileName(bundlePath);
+            if (string.IsNullOrWhiteSpace(bundleName))
+                bundleName = bundlePath;
+
+            if (!_reportedNonUrpMaterialBundles.Add(bundleName))
+                return;
+
+            DebugLog.Write(
+                "AssetSwap",
+                $"[AssetSwap] skipped material swap for {bundleName}: shader {shaderName} not HRV2-compatible");
+        }
+
         private static Type? _renderMeshType;
         private static bool _renderMeshResolved;
         // #608 P2: tracks which HRV variant was resolved so callers (mesh-swap path) can

 succeeded in 438ms:
 M .cursor/cli.json
 M CHANGELOG.md
 M src/Runtime/Bridge/AssetSwapSystem.cs

codex
I’m staging only the targeted runtime and changelog updates now, then committing with a focused message for this crash-hardening task.
exec
"C:\\Program Files\\PowerShell\\7\\pwsh.exe" -Command 'git add src/Runtime/Bridge/AssetSwapSystem.cs CHANGELOG.md && git commit -m "fix(runtime): guard non-URP material swaps from crashing HRV2"' in C:\Users\koosh\Dino\.claude\worktrees\swapguard
diff --git a/CHANGELOG.md b/CHANGELOG.md
index ee7ad97dd63be898657d980a63f61dbed91fcee5..000ee45d51758d09f7f502e8a3bfc4794aa2ab0b
--- a/CHANGELOG.md
+++ b/CHANGELOG.md
@@ -7,6 +7,9 @@
 
 ## [Unreleased]
 
+### Fixed — URP material crash guard in AssetSwap
+- **Prevented a live material crash path on HRV2/URP when a swapped bundle material uses legacy shaders** — `TrySwapRenderMeshFromBundle` now validates the resolved material shader before assigning it to `RenderMesh`. Materials whose shader name is not prefixed with `Universal Render Pipeline/` and that do not expose SRP batcher support via `FindPassTagValue` are skipped from live material assignment, while mesh swaps still proceed when valid. Skipped bundles log once (`[AssetSwap] skipped material swap for X: shader Y not HRV2-compatible`) and fallback to no-op material assignment. Crash-risk runtime writes are therefore prevented without blocking mesh-only swaps. File: `src/Runtime/Bridge/AssetSwapSystem.cs`.
+
 ### Fixed — Asset Swap: per-frame "already loaded" AssetBundle flood (#992)
 - **Per-frame Unity error flood `The AssetBundle '…sw-rep-clone-engineer' can't be loaded because another AssetBundle with the same files is already loaded`** — `AssetSwapSystem.LoadBundle` called `AssetBundle.LoadFromFile` and, when the LRU cache (max 10) evicted+Unloaded a bundle that Unity still considered loaded (Unload lag / scene-transition skip), the next frame's re-load threw and Unity logged the error. Because the swap retries every pending request each frame, this repeated forever — **740 occurrences** in a single skirmish run, flooding `Player.log` and degrading the game. Fixes in `src/Runtime/Bridge/AssetSwapSystem.cs`: (1) **already-loaded recovery** — `LoadBundle` now catches the "already loaded" throw and reuses the existing handle via `AssetBundle.GetAllLoadedAssetBundles()` (matched by bundle name), re-caching it so later passes hit the cache and never re-call `LoadFromFile`; (2) **negative-result cache** (`_permanentlyFailedBundles`) — a bundle that yields no usable Mesh/Material (the 13 #986 90-byte stubs) or hard-fails to load is marked permanently failed and skipped on every later frame (logged once, then silent), cleared on `ScheduleReset` so hot-reloaded fixed bundles retry. Live-verified after deploy (build hash `CEA2362E…`, clean skirmish): `Player.log` "already loaded" count **740 → 0** (entire 2273-line run, 0 occurrences, 0 clone-engineer mentions, 0 AssetBundle errors). Working swaps intact — **306 `entity swap result=True`**, ground units `swapped 100/100` across 17264 matching entities, `sw-rep-clone-engineer` cim swap `result=True`. File: `src/Runtime/Bridge/AssetSwapSystem.cs`.
 ### Fixed — SW building stub bundles built real (#982)
diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..69990f82336b97b0e009e03f367b94cb9817c54a
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>
@@ -610,6 +616,7 @@
             {
                 replacementMat = DINOForge.Runtime.Graphics.GraphicsMaterialUpgrader.Upgrade(replacementMat, assetName);
             }
+            bool materialCompatible = replacementMat != null && IsUrpCompatibleMaterial(replacementMat, modBundlePath);
 
             Type? renderMeshType = ResolveRenderMeshType();
             if (renderMeshType == null)
@@ -997,7 +1004,7 @@
                         meshField.SetValue(renderMesh, replacementMesh);
                         changed = true;
                     }
-                    if (replacementMat != null && materialField != null)
+                    if (replacementMat != null && materialCompatible && materialField != null)
                     {
                         object? currentMat = materialField.GetValue(renderMesh);
                         if (currentMat == null)
@@ -1070,6 +1077,83 @@
             return true;
         }
 
+        /// <summary>
+        /// Returns true only when the material is safe for Hybrid Renderer V2/URP execution.
+        /// Legacy built-in shaders such as "Standard"/"Legacy"/"Diffuse" are rejected.
+        /// </summary>
+        private static bool IsUrpCompatibleMaterial(Material material, string bundlePath)
+        {
+            if (material == null)
+                return false;
+
+            Shader? shader = material.shader;
+            if (shader == null)
+            {
+                LogNonUrpMaterialSkip(bundlePath, "<null>");
+                return false;
+            }
+
+            string shaderName = shader.name ?? string.Empty;
+            if (shaderName.StartsWith("Universal Render Pipeline/", StringComparison.Ordinal))
+                return true;
+
+            if (HasSrpBatcherSupport(shader))
+                return true;
+
+            LogNonUrpMaterialSkip(bundlePath, shaderName);
+            return false;
+        }
+
+        private static bool HasSrpBatcherSupport(Shader shader)
+        {
+            try
+            {
+                MethodInfo? findPassTagValue = typeof(Shader).GetMethod(
+                    "FindPassTagValue",
+                    BindingFlags.Public | BindingFlags.Instance,
+                    null,
+                    new[] { typeof(int), typeof(string) },
+                    null);
+
+                if (findPassTagValue == null)
+                    return false;
+
+                for (int pass = 0; pass < 32; pass++)
+                {
+                    object? tagValue = findPassTagValue.Invoke(shader, new object[] { pass, "SRPBatcher" });
+                    try
+                    {
+                        if (tagValue != null && Convert.ToInt32(tagValue) != 0)
+                            return true;
+                    }
+                    catch
+                    {
+                        // Some Unity versions may expose FindPassTagValue with a non-convertible return type.
+                    }
+                }
+            }
+            catch
+            {
+                // If FindPassTagValue probing fails, fallback to shader-name check.
+            }
+
+            return false;
+        }
+
+        private static void LogNonUrpMaterialSkip(string bundlePath, string shaderName)
+        {
+            string bundleName = Path.GetFileName(bundlePath);
+            if (string.IsNullOrWhiteSpace(bundleName))
+                bundleName = bundlePath;
+
+            if (!_reportedNonUrpMaterialBundles.Add(bundleName))
+                return;
+
+            DebugLog.Write(
+                "AssetSwap",
+                $"[AssetSwap] skipped material swap for {bundleName}: shader {shaderName} not HRV2-compatible");
+        }
+
         private static Type? _renderMeshType;
         private static bool _renderMeshResolved;
         // #608 P2: tracks which HRV variant was resolved so callers (mesh-swap path) can

diff --git a/CHANGELOG.md b/CHANGELOG.md
index ee7ad97dd63be898657d980a63f61dbed91fcee5..000ee45d51758d09f7f502e8a3bfc4794aa2ab0b
--- a/CHANGELOG.md
+++ b/CHANGELOG.md
@@ -7,6 +7,9 @@
 
 ## [Unreleased]
 
+### Fixed — URP material crash guard in AssetSwap
+- **Prevented a live material crash path on HRV2/URP when a swapped bundle material uses legacy shaders** — `TrySwapRenderMeshFromBundle` now validates the resolved material shader before assigning it to `RenderMesh`. Materials whose shader name is not prefixed with `Universal Render Pipeline/` and that do not expose SRP batcher support via `FindPassTagValue` are skipped from live material assignment, while mesh swaps still proceed when valid. Skipped bundles log once (`[AssetSwap] skipped material swap for X: shader Y not HRV2-compatible`) and fallback to no-op material assignment. Crash-risk runtime writes are therefore prevented without blocking mesh-only swaps. File: `src/Runtime/Bridge/AssetSwapSystem.cs`.
+
 ### Fixed — Asset Swap: per-frame "already loaded" AssetBundle flood (#992)
 - **Per-frame Unity error flood `The AssetBundle '…sw-rep-clone-engineer' can't be loaded because another AssetBundle with the same files is already loaded`** — `AssetSwapSystem.LoadBundle` called `AssetBundle.LoadFromFile` and, when the LRU cache (max 10) evicted+Unloaded a bundle that Unity still considered loaded (Unload lag / scene-transition skip), the next frame's re-load threw and Unity logged the error. Because the swap retries every pending request each frame, this repeated forever — **740 occurrences** in a single skirmish run, flooding `Player.log` and degrading the game. Fixes in `src/Runtime/Bridge/AssetSwapSystem.cs`: (1) **already-loaded recovery** — `LoadBundle` now catches the "already loaded" throw and reuses the existing handle via `AssetBundle.GetAllLoadedAssetBundles()` (matched by bundle name), re-caching it so later passes hit the cache and never re-call `LoadFromFile`; (2) **negative-result cache** (`_permanentlyFailedBundles`) — a bundle that yields no usable Mesh/Material (the 13 #986 90-byte stubs) or hard-fails to load is marked permanently failed and skipped on every later frame (logged once, then silent), cleared on `ScheduleReset` so hot-reloaded fixed bundles retry. Live-verified after deploy (build hash `CEA2362E…`, clean skirmish): `Player.log` "already loaded" count **740 → 0** (entire 2273-line run, 0 occurrences, 0 clone-engineer mentions, 0 AssetBundle errors). Working swaps intact — **306 `entity swap result=True`**, ground units `swapped 100/100` across 17264 matching entities, `sw-rep-clone-engineer` cim swap `result=True`. File: `src/Runtime/Bridge/AssetSwapSystem.cs`.
 ### Fixed — SW building stub bundles built real (#982)
diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..69990f82336b97b0e009e03f367b94cb9817c54a
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>
@@ -610,6 +616,7 @@
             {
                 replacementMat = DINOForge.Runtime.Graphics.GraphicsMaterialUpgrader.Upgrade(replacementMat, assetName);
             }
+            bool materialCompatible = replacementMat != null && IsUrpCompatibleMaterial(replacementMat, modBundlePath);
 
             Type? renderMeshType = ResolveRenderMeshType();
             if (renderMeshType == null)
@@ -997,7 +1004,7 @@
                         meshField.SetValue(renderMesh, replacementMesh);
                         changed = true;
                     }
-                    if (replacementMat != null && materialField != null)
+                    if (replacementMat != null && materialCompatible && materialField != null)
                     {
                         object? currentMat = materialField.GetValue(renderMesh);
                         if (currentMat == null)
@@ -1070,6 +1077,83 @@
             return true;
         }
 
+        /// <summary>
+        /// Returns true only when the material is safe for Hybrid Renderer V2/URP execution.
+        /// Legacy built-in shaders such as "Standard"/"Legacy"/"Diffuse" are rejected.
+        /// </summary>
+        private static bool IsUrpCompatibleMaterial(Material material, string bundlePath)
+        {
+            if (material == null)
+                return false;
+
+            Shader? shader = material.shader;
+            if (shader == null)
+            {
+                LogNonUrpMaterialSkip(bundlePath, "<null>");
+                return false;
+            }
+
+            string shaderName = shader.name ?? string.Empty;
+            if (shaderName.StartsWith("Universal Render Pipeline/", StringComparison.Ordinal))
+                return true;
+
+            if (HasSrpBatcherSupport(shader))
+                return true;
+
+            LogNonUrpMaterialSkip(bundlePath, shaderName);
+            return false;
+        }
+
+        private static bool HasSrpBatcherSupport(Shader shader)
+        {
+            try
+            {
+                MethodInfo? findPassTagValue = typeof(Shader).GetMethod(
+                    "FindPassTagValue",
+                    BindingFlags.Public | BindingFlags.Instance,
+                    null,
+                    new[] { typeof(int), typeof(string) },
+                    null);
+
+                if (findPassTagValue == null)
+                    return false;
+
+                for (int pass = 0; pass < 32; pass++)
+                {
+                    object? tagValue = findPassTagValue.Invoke(shader, new object[] { pass, "SRPBatcher" });
+                    try
+                    {
+                        if (tagValue != null && Convert.ToInt32(tagValue) != 0)
+                            return true;
+                    }
+                    catch
+                    {
+                        // Some Unity versions may expose FindPassTagValue with a non-convertible return type.
+                    }
+                }
+            }
+            catch
+            {
+                // If FindPassTagValue probing fails, fallback to shader-name check.
+            }
+
+            return false;
+        }
+
+        private static void LogNonUrpMaterialSkip(string bundlePath, string shaderName)
+        {
+            string bundleName = Path.GetFileName(bundlePath);
+            if (string.IsNullOrWhiteSpace(bundleName))
+                bundleName = bundlePath;
+
+            if (!_reportedNonUrpMaterialBundles.Add(bundleName))
+                return;
+
+            DebugLog.Write(
+                "AssetSwap",
+                $"[AssetSwap] skipped material swap for {bundleName}: shader {shaderName} not HRV2-compatible");
+        }
+
         private static Type? _renderMeshType;
         private static bool _renderMeshResolved;
         // #608 P2: tracks which HRV variant was resolved so callers (mesh-swap path) can

 succeeded in 17094ms:
╭───────────────────────────────────╮
│ lefthook v2.1.4  hook: pre-commit │
╰───────────────────────────────────╯
│  check-json (skip) no matching staged files
│  check-yaml (skip) no matching staged files
┃  check-merge-conflicts ❯ 

check-merge-conflicts: 2 files clean

┃  format-check ❯ 


                                      
  ────────────────────────────────────
summary: (done in 16.35 seconds)      
✓ check-merge-conflicts (0.18 seconds)
✓ format-check (16.22 seconds)
[fix/swap-shader-guard-20260531 e492bb00] fix(runtime): guard non-URP material swaps from crashing HRV2
 2 files changed, 88 insertions(+), 1 deletion(-)

codex
The commit is done; I’ll gather exact line anchors in `AssetSwapSystem.cs` and then summarize with the required build/guard/crash answer.
exec
"C:\\Program Files\\PowerShell\\7\\pwsh.exe" -Command 'rg -n "_reportedNonUrpMaterialBundles|IsUrpCompatibleMaterial|HasSrpBatcherSupport|materialCompatible|LogNonUrpMaterialSwap|skipped material swap" src/Runtime/Bridge/AssetSwapSystem.cs' in C:\Users\koosh\Dino\.claude\worktrees\swapguard
diff --git a/CHANGELOG.md b/CHANGELOG.md
index ee7ad97dd63be898657d980a63f61dbed91fcee5..000ee45d51758d09f7f502e8a3bfc4794aa2ab0b
--- a/CHANGELOG.md
+++ b/CHANGELOG.md
@@ -7,6 +7,9 @@
 
 ## [Unreleased]
 
+### Fixed — URP material crash guard in AssetSwap
+- **Prevented a live material crash path on HRV2/URP when a swapped bundle material uses legacy shaders** — `TrySwapRenderMeshFromBundle` now validates the resolved material shader before assigning it to `RenderMesh`. Materials whose shader name is not prefixed with `Universal Render Pipeline/` and that do not expose SRP batcher support via `FindPassTagValue` are skipped from live material assignment, while mesh swaps still proceed when valid. Skipped bundles log once (`[AssetSwap] skipped material swap for X: shader Y not HRV2-compatible`) and fallback to no-op material assignment. Crash-risk runtime writes are therefore prevented without blocking mesh-only swaps. File: `src/Runtime/Bridge/AssetSwapSystem.cs`.
+
 ### Fixed — Asset Swap: per-frame "already loaded" AssetBundle flood (#992)
 - **Per-frame Unity error flood `The AssetBundle '…sw-rep-clone-engineer' can't be loaded because another AssetBundle with the same files is already loaded`** — `AssetSwapSystem.LoadBundle` called `AssetBundle.LoadFromFile` and, when the LRU cache (max 10) evicted+Unloaded a bundle that Unity still considered loaded (Unload lag / scene-transition skip), the next frame's re-load threw and Unity logged the error. Because the swap retries every pending request each frame, this repeated forever — **740 occurrences** in a single skirmish run, flooding `Player.log` and degrading the game. Fixes in `src/Runtime/Bridge/AssetSwapSystem.cs`: (1) **already-loaded recovery** — `LoadBundle` now catches the "already loaded" throw and reuses the existing handle via `AssetBundle.GetAllLoadedAssetBundles()` (matched by bundle name), re-caching it so later passes hit the cache and never re-call `LoadFromFile`; (2) **negative-result cache** (`_permanentlyFailedBundles`) — a bundle that yields no usable Mesh/Material (the 13 #986 90-byte stubs) or hard-fails to load is marked permanently failed and skipped on every later frame (logged once, then silent), cleared on `ScheduleReset` so hot-reloaded fixed bundles retry. Live-verified after deploy (build hash `CEA2362E…`, clean skirmish): `Player.log` "already loaded" count **740 → 0** (entire 2273-line run, 0 occurrences, 0 clone-engineer mentions, 0 AssetBundle errors). Working swaps intact — **306 `entity swap result=True`**, ground units `swapped 100/100` across 17264 matching entities, `sw-rep-clone-engineer` cim swap `result=True`. File: `src/Runtime/Bridge/AssetSwapSystem.cs`.
 ### Fixed — SW building stub bundles built real (#982)
diff --git a/src/Runtime/Bridge/AssetSwapSystem.cs b/src/Runtime/Bridge/AssetSwapSystem.cs
index 25c0e0ba16a9ba234797d333ed19f27fa1faaa3b..69990f82336b97b0e009e03f367b94cb9817c54a
--- a/src/Runtime/Bridge/AssetSwapSystem.cs
+++ b/src/Runtime/Bridge/AssetSwapSystem.cs
@@ -75,6 +75,12 @@
         /// </summary>
         private readonly HashSet<string> _permanentlyFailedBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
 
+        /// <summary>
+        /// Tracks bundles for which a non-URP/legacy material swap was already skipped.
+        /// This prevents repeated logs while the same bundle is retried across frames.
+        /// </summary>
+        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
+
         private int _frameCount;
 
         /// <summary>Whether the one-shot vanilla mesh diagnostic dump has been emitted.</summary>
@@ -610,6 +616,7 @@
             {
                 replacementMat = DINOForge.Runtime.Graphics.GraphicsMaterialUpgrader.Upgrade(replacementMat, assetName);
             }
+            bool materialCompatible = replacementMat != null && IsUrpCompatibleMaterial(replacementMat, modBundlePath);
 
             Type? renderMeshType = ResolveRenderMeshType();
             if (renderMeshType == null)
@@ -997,7 +1004,7 @@
                         meshField.SetValue(renderMesh, replacementMesh);
                         changed = true;
                     }
-                    if (replacementMat != null && materialField != null)
+                    if (replacementMat != null && materialCompatible && materialField != null)
                     {
                         object? currentMat = materialField.GetValue(renderMesh);
                         if (currentMat == null)
@@ -1070,6 +1077,83 @@
             return true;
         }
 
+        /// <summary>
+        /// Returns true only when the material is safe for Hybrid Renderer V2/URP execution.
+        /// Legacy built-in shaders such as "Standard"/"Legacy"/"Diffuse" are rejected.
+        /// </summary>
+        private static bool IsUrpCompatibleMaterial(Material material, string bundlePath)
+        {
+            if (material == null)
+                return false;
+
+            Shader? shader = material.shader;
+            if (shader == null)
+            {
+                LogNonUrpMaterialSkip(bundlePath, "<null>");
+                return false;
+            }
+
+            string shaderName = shader.name ?? string.Empty;
+            if (shaderName.StartsWith("Universal Render Pipeline/", StringComparison.Ordinal))
+                return true;
+
+            if (HasSrpBatcherSupport(shader))
+                return true;
+
+            LogNonUrpMaterialSkip(bundlePath, shaderName);
+            return false;
+        }
+
+        private static bool HasSrpBatcherSupport(Shader shader)
+        {
+            try
+            {
+                MethodInfo? findPassTagValue = typeof(Shader).GetMethod(
+                    "FindPassTagValue",
+                    BindingFlags.Public | BindingFlags.Instance,
+                    null,
+                    new[] { typeof(int), typeof(string) },
+                    null);
+
+                if (findPassTagValue == null)
+                    return false;
+
+                for (int pass = 0; pass < 32; pass++)
+                {
+                    object? tagValue = findPassTagValue.Invoke(shader, new object[] { pass, "SRPBatcher" });
+                    try
+                    {
+                        if (tagValue != null && Convert.ToInt32(tagValue) != 0)
+                            return true;
+                    }
+                    catch
+                    {
+                        // Some Unity versions may expose FindPassTagValue with a non-convertible return type.
+                    }
+                }
+            }
+            catch
+            {
+                // If FindPassTagValue probing fails, fallback to shader-name check.
+            }
+
+            return false;
+        }
+
+        private static void LogNonUrpMaterialSkip(string bundlePath, string shaderName)
+        {
+            string bundleName = Path.GetFileName(bundlePath);
+            if (string.IsNullOrWhiteSpace(bundleName))
+                bundleName = bundlePath;
+
+            if (!_reportedNonUrpMaterialBundles.Add(bundleName))
+                return;
+
+            DebugLog.Write(
+                "AssetSwap",
+                $"[AssetSwap] skipped material swap for {bundleName}: shader {shaderName} not HRV2-compatible");
+        }
+
         private static Type? _renderMeshType;
         private static bool _renderMeshResolved;
         // #608 P2: tracks which HRV variant was resolved so callers (mesh-swap path) can

 succeeded in 747ms:
82:        private static readonly HashSet<string> _reportedNonUrpMaterialBundles = new HashSet<string>(StringComparer.OrdinalIgnoreCase);
619:            bool materialCompatible = replacementMat != null && IsUrpCompatibleMaterial(replacementMat, modBundlePath);
1007:                    if (replacementMat != null && materialCompatible && materialField != null)
1084:        private static bool IsUrpCompatibleMaterial(Material material, string bundlePath)
1100:            if (HasSrpBatcherSupport(shader))
1107:        private static bool HasSrpBatcherSupport(Shader shader)
1149:            if (!_reportedNonUrpMaterialBundles.Add(bundleName))
1154:                $"[AssetSwap] skipped material swap for {bundleName}: shader {shaderName} not HRV2-compatible");

exec
"C:\\Program Files\\PowerShell\\7\\pwsh.exe" -Command 'rg -n "URP material crash guard|non-URP" CHANGELOG.md' in C:\Users\koosh\Dino\.claude\worktrees\swapguard
diff --git a/CHANGELOG.md b/CHANGELOG.md
index ee7ad97dd63be898657d980a63f61dbed91fcee5..000ee45d51758d09f7f502e8a3bfc4794aa2ab0b
--- a/CHANGELOG.md
+++ b/CHANGELOG.md
@@ -7,6 +7,9 @@
 
 ## [Unreleased]
 
+### Fixed — URP material crash guard in AssetSwap
+- **Prevented a live material crash path on HRV2/URP when a swapped bundle material uses legacy shaders** — `TrySwapRenderMeshFromBundle` now validates the resolved material shader before assigning it to `RenderMesh`. Materials whose shader name is not prefixed with `Universal Render Pipeline/` and that do not expose SRP batcher support via `FindPassTagValue` are skipped from live material assignment, while mesh swaps still proceed when valid. Skipped bundles log once (`[AssetSwap] skipped material swap for X: shader Y not HRV2-compatible`) and fallback to no-op material assignment. Crash-risk runtime writes are therefore prevented without blocking mesh-only swaps. File: `src/Runtime/Bridge/AssetSwapSystem.cs`.
+
 ### Fixed — Asset Swap: per-frame "already loaded" AssetBundle flood (#992)
